# IdName | Kind | Type  (Type: Tech, Dirt, Ice, Water, Plastic, Grass, Snow, Rally, Bump, Scenery, Other)
SnowRoadStraight | Track | Snow
DecoWallCurve3Out | Scenery | Scenery
DecoWallCurve3InIce | Scenery | Ice
DecoWallCurve3InGrass | Scenery | Grass
DecoWallCurve3InDirt | Scenery | Dirt
DecoWallCurve3In | Scenery | Scenery
DecoWallCurve2OutIce | Scenery | Ice
DecoWallCurve2OutGrass | Scenery | Grass
DecoWallCurve2OutDirt | Scenery | Dirt
DecoWallCurve2Out | Scenery | Scenery
DecoWallCurve2InIce | Scenery | Ice
DecoWallCurve2InGrass | Scenery | Grass
DecoWallCurve2InDirt | Scenery | Dirt
DecoWallCurve2In | Scenery | Scenery
DecoWallCurve1Ice | Scenery | Ice
DecoWallCurve1Grass | Scenery | Grass
DecoWallCurve1Dirt | Scenery | Dirt
DecoWallCurve1 | Scenery | Scenery
DecoWallArchSlopeBaseIce | Scenery | Ice
DecoWallArchSlopeBaseGrass | Scenery | Grass
DecoWallArchSlopeBaseDirt | Scenery | Dirt
DecoWallArchSlopeBase | Scenery | Scenery
DecoWallArchSlope2UTopIce | Scenery | Ice
DecoWallArchSlope2UTopGrass | Scenery | Grass
DecoWallArchSlope2UTopDirt | Scenery | Dirt
DecoWallArchSlope2UTop | Scenery | Scenery
DecoWallArchSlope2UBottomIce | Scenery | Ice
DecoWallArchSlope2UBottomGrass | Scenery | Grass
DecoWallArchSlope2UBottomDirt | Scenery | Dirt
DecoWallArchSlope2UBottom | Scenery | Scenery
DecoWallArchSlope2StraightIce | Scenery | Ice
DecoWallArchSlope2StraightGrass | Scenery | Grass
DecoWallArchSlope2StraightDirt | Scenery | Dirt
DecoWallArchSlope2Straight | Scenery | Scenery
DecoWallArchSlope2StartIce | Scenery | Ice
DecoWallArchSlope2StartGrass | Scenery | Grass
DecoWallArchSlope2StartDirt | Scenery | Dirt
DecoWallArchSlope2Start2Ice | Scenery | Ice
DecoWallArchSlope2Start2Grass | Scenery | Grass
DecoWallArchSlope2Start2Dirt | Scenery | Dirt
DecoWallArchSlope2Start2 | Scenery | Scenery
DecoWallArchSlope2Start | Scenery | Scenery
DecoWallArchSlope2EndIce | Scenery | Ice
DecoWallArchSlope2EndGrass | Scenery | Grass
DecoWallArchSlope2EndDirt | Scenery | Dirt
DecoWallArchSlope2End2Ice | Scenery | Ice
DecoWallArchSlope2End2Grass | Scenery | Grass
DecoWallArchSlope2End2Dirt | Scenery | Dirt
DecoWallArchSlope2End2 | Scenery | Scenery
DecoWallArchSlope2End | Scenery | Scenery
DecoWallArchSlope2BaseIce | Scenery | Ice
DecoWallArchSlope2BaseGrass | Scenery | Grass
DecoWallArchSlope2BaseDirt | Scenery | Dirt
DecoWallArchSlope2Base | Scenery | Scenery
TrackWallSlopeBaseCurve2Right | Track | Tech
TrackWallSlopeBaseCurve2Left | Track | Tech
TrackWallSlope2BaseCurve2Right | Track | Tech
TrackWallSlope2BaseCurve2Left | Track | Tech
TrackWallCurve2 | Track | Tech
RoadTechSlopeBaseCurve2Right | Track | Tech
RoadTechSlopeBaseCurve2Left | Track | Tech
RoadTechSlope2BaseCurve2Right | Track | Tech
RoadTechSlope2BaseCurve2Left | Track | Tech
RoadIceWithWallSlopeBaseCurve2Right | Track | Ice
RoadIceWithWallSlopeBaseCurve2Left | Track | Ice
RoadIceWithWallSlope2BaseCurve2Right | Track | Ice
RoadIceWithWallSlope2BaseCurve2Left | Track | Ice
RoadIceSlopeBaseCurve2Right | Track | Ice
RoadIceSlopeBaseCurve2Left | Track | Ice
RoadIceSlope2BaseCurve2Right | Track | Ice
RoadIceSlope2BaseCurve2Left | Track | Ice
RoadDirtSlopeBaseCurve2Right | Track | Dirt
RoadDirtSlopeBaseCurve2Left | Track | Dirt
RoadDirtSlope2BaseCurve2Right | Track | Dirt
RoadDirtSlope2BaseCurve2Left | Track | Dirt
RoadBumpSlopeBaseCurve2Right | Track | Bump
RoadBumpSlopeBaseCurve2Left | Track | Bump
RoadBumpSlope2BaseCurve2Right | Track | Bump
RoadBumpSlope2BaseCurve2Left | Track | Bump
DecoWallSlope2Curve3OutIce | Scenery | Ice
DecoWallSlope2Curve3OutGrass | Scenery | Grass
DecoWallSlope2Curve3OutDirt | Scenery | Dirt
DecoWallSlope2Curve3Out | Scenery | Scenery
DecoWallSlope2Curve3InIce | Scenery | Ice
DecoWallSlope2Curve3InGrass | Scenery | Grass
DecoWallSlope2Curve3InDirt | Scenery | Dirt
DecoWallSlope2Curve3In | Scenery | Scenery
DecoWallSlope2Curve2OutIce | Scenery | Ice
DecoWallSlope2Curve2OutGrass | Scenery | Grass
DecoWallSlope2Curve2OutDirt | Scenery | Dirt
DecoWallSlope2Curve2Out | Scenery | Scenery
DecoWallSlope2Curve2InIce | Scenery | Ice
DecoWallSlope2Curve2InGrass | Scenery | Grass
DecoWallSlope2Curve2InDirt | Scenery | Dirt
DecoWallSlope2Curve2In | Scenery | Scenery
DecoWallSlope2Curve1OutIce | Scenery | Ice
DecoWallSlope2Curve1OutGrass | Scenery | Grass
DecoWallSlope2Curve1OutDirt | Scenery | Dirt
DecoWallSlope2Curve1Out | Scenery | Scenery
DecoWallSlope2Curve1InIce | Scenery | Ice
DecoWallSlope2Curve1InGrass | Scenery | Grass
DecoWallSlope2Curve1InDirt | Scenery | Dirt
DecoWallSlope2Curve1In | Scenery | Scenery
DecoWallCurve5Ice | Scenery | Ice
DecoWallCurve5Grass | Scenery | Grass
DecoWallCurve5Dirt | Scenery | Dirt
DecoWallCurve5 | Scenery | Scenery
DecoWallCurve4Ice | Scenery | Ice
DecoWallCurve4Grass | Scenery | Grass
DecoWallCurve4Dirt | Scenery | Dirt
DecoWallCurve4 | Scenery | Scenery
DecoWallCurve3Ice | Scenery | Ice
DecoWallCurve3Grass | Scenery | Grass
DecoWallCurve3Dirt | Scenery | Dirt
DecoWallCurve3 | Scenery | Scenery
DecoWallCurve2Ice | Scenery | Ice
DecoWallCurve2Grass | Scenery | Grass
DecoWallCurve2Dirt | Scenery | Dirt
DecoWallCurve2 | Scenery | Scenery
TrackWallCurve3 | Track | Tech
TrackWallCurve5 | Track | Tech
TrackWallCurve4 | Track | Tech
TrackWallBranchStraightX4Left | Track | Tech
TrackWallBranchStraightX4Right | Track | Tech
TrackWallBranchCurve3Right | Track | Tech
TrackWallBranchCurve3Left | Track | Tech
DecoWallBaseIce | Scenery | Ice
DecoWallBaseGrass | Scenery | Grass
DecoWallBaseDirt | Scenery | Dirt
DecoWallBase | Scenery | Scenery
PlatformBase | Track | Other
TrackWallSlopeBase | Track | Tech
TrackWallSlopeBase2 | Track | Tech
TrackWallSlopeBase2x1 | Track | Tech
TrackWallSlopeStart2x1 | Track | Tech
TrackWallSlopeStraight | Track | Tech
TrackWallSlopeHole | Track | Tech
TrackWallArchSlopeUBottomX2 | Track | Tech
TrackWallArchSlopeUBottom | Track | Tech
TrackWallArchSlopeStraight | Track | Tech
TrackWallArchSlopeEnd2x1 | Track | Tech
TrackWallArch3x6CenterTop | Track | Tech
TrackWallArch3x6CenterBottom | Track | Tech
TrackWallArch1x4SideTop | Track | Tech
TrackWallArch1x4SideBottom | Track | Tech
TrackWallArch1x2SideTop | Track | Tech
TrackWallArch1x2SideBottom | Track | Tech
TrackWallArch1x2CenterTop | Track | Tech
TrackWallArch1x2CenterBottom | Track | Tech
TrackWallArch1x1SideTop | Track | Tech
TrackWallArch1x1SideBottom | Track | Tech
TrackWallArch1x1CenterTop | Track | Tech
TrackWallArch1x1CenterBottom | Track | Tech
PlatformTechLoopStart1x2SideSponsors | Track | Tech
PlatformTechLoopStart1x2Side | Track | Tech
PlatformTechLoopStart1x2Curve3In | Track | Tech
PlatformTechLoopStart1x2Curve2Out | Track | Tech
PlatformTechLoopStart1x2Curve2In | Track | Tech
PlatformTechLoopStart1x2Curve1Out | Track | Tech
PlatformTechLoopStart1x2Curve1In | Track | Tech
PlatformTechLoopStart1x2Curve0OutFull | Track | Tech
PlatformTechLoopStart1x2Curve0Out | Track | Tech
PlatformTechLoopStart1x2Center | Track | Tech
PlatformTechLoopStart1x1SideSponsors | Track | Tech
PlatformTechLoopStart1x1Side | Track | Tech
PlatformTechLoopStart1x1Curve3In | Track | Tech
PlatformTechLoopStart1x1Curve2Out | Track | Tech
PlatformTechLoopStart1x1Curve2In | Track | Tech
PlatformTechLoopStart1x1Curve1Out | Track | Tech
PlatformTechLoopStart1x1Curve1In | Track | Tech
PlatformTechLoopStart1x1Curve0OutFull | Track | Tech
PlatformTechLoopStart1x1Curve0Out | Track | Tech
PlatformTechLoopStart1x1Center | Track | Tech
PlatformPlasticLoopStart1x2SideSponsors | Track | Plastic
PlatformPlasticLoopStart1x2Side | Track | Plastic
PlatformPlasticLoopStart1x2Curve3In | Track | Plastic
PlatformPlasticLoopStart1x2Curve2Out | Track | Plastic
PlatformPlasticLoopStart1x2Curve2In | Track | Plastic
PlatformPlasticLoopStart1x2Curve1Out | Track | Plastic
PlatformPlasticLoopStart1x2Curve1In | Track | Plastic
PlatformPlasticLoopStart1x2Curve0OutFull | Track | Plastic
PlatformPlasticLoopStart1x2Curve0Out | Track | Plastic
PlatformPlasticLoopStart1x2Center | Track | Plastic
PlatformPlasticLoopStart1x1SideSponsors | Track | Plastic
PlatformPlasticLoopStart1x1Side | Track | Plastic
PlatformPlasticLoopStart1x1Curve3In | Track | Plastic
PlatformPlasticLoopStart1x1Curve2Out | Track | Plastic
PlatformPlasticLoopStart1x1Curve2In | Track | Plastic
PlatformPlasticLoopStart1x1Curve1Out | Track | Plastic
PlatformPlasticLoopStart1x1Curve1In | Track | Plastic
PlatformPlasticLoopStart1x1Curve0OutFull | Track | Plastic
PlatformPlasticLoopStart1x1Curve0Out | Track | Plastic
PlatformPlasticLoopStart1x1Center | Track | Plastic
PlatformIceLoopStart1x2SideSponsors | Track | Ice
PlatformIceLoopStart1x2Side | Track | Ice
PlatformIceLoopStart1x2Curve3In | Track | Ice
PlatformIceLoopStart1x2Curve2Out | Track | Ice
PlatformIceLoopStart1x2Curve2In | Track | Ice
PlatformIceLoopStart1x2Curve1Out | Track | Ice
PlatformIceLoopStart1x2Curve1In | Track | Ice
PlatformIceLoopStart1x2Curve0OutFull | Track | Ice
PlatformIceLoopStart1x2Curve0Out | Track | Ice
PlatformIceLoopStart1x2Center | Track | Ice
PlatformIceLoopStart1x1SideSponsors | Track | Ice
PlatformIceLoopStart1x1Side | Track | Ice
PlatformIceLoopStart1x1Curve3In | Track | Ice
PlatformIceLoopStart1x1Curve2Out | Track | Ice
PlatformIceLoopStart1x1Curve2In | Track | Ice
PlatformIceLoopStart1x1Curve1Out | Track | Ice
PlatformIceLoopStart1x1Curve1In | Track | Ice
PlatformIceLoopStart1x1Curve0OutFull | Track | Ice
PlatformIceLoopStart1x1Curve0Out | Track | Ice
PlatformIceLoopStart1x1Center | Track | Ice
PlatformGrassLoopStart1x2SideSponsors | Track | Grass
PlatformGrassLoopStart1x2Side | Track | Grass
PlatformGrassLoopStart1x2Curve3In | Track | Grass
PlatformGrassLoopStart1x2Curve2Out | Track | Grass
PlatformGrassLoopStart1x2Curve2In | Track | Grass
PlatformGrassLoopStart1x2Curve1Out | Track | Grass
PlatformGrassLoopStart1x2Curve1In | Track | Grass
PlatformGrassLoopStart1x2Curve0OutFull | Track | Grass
PlatformGrassLoopStart1x2Curve0Out | Track | Grass
PlatformGrassLoopStart1x2Center | Track | Grass
PlatformGrassLoopStart1x1SideSponsors | Track | Grass
PlatformGrassLoopStart1x1Side | Track | Grass
PlatformGrassLoopStart1x1Curve3In | Track | Grass
PlatformGrassLoopStart1x1Curve2Out | Track | Grass
PlatformGrassLoopStart1x1Curve2In | Track | Grass
PlatformGrassLoopStart1x1Curve1Out | Track | Grass
PlatformGrassLoopStart1x1Curve1In | Track | Grass
PlatformGrassLoopStart1x1Curve0OutFull | Track | Grass
PlatformGrassLoopStart1x1Curve0Out | Track | Grass
PlatformGrassLoopStart1x1Center | Track | Grass
PlatformDirtLoopStart1x2SideSponsors | Track | Dirt
PlatformDirtLoopStart1x2Side | Track | Dirt
PlatformDirtLoopStart1x2Curve3In | Track | Dirt
PlatformDirtLoopStart1x2Curve2Out | Track | Dirt
PlatformDirtLoopStart1x2Curve2In | Track | Dirt
PlatformDirtLoopStart1x2Curve1Out | Track | Dirt
PlatformDirtLoopStart1x2Curve1In | Track | Dirt
PlatformDirtLoopStart1x2Curve0OutFull | Track | Dirt
PlatformDirtLoopStart1x2Curve0Out | Track | Dirt
PlatformDirtLoopStart1x2Center | Track | Dirt
PlatformDirtLoopStart1x1SideSponsors | Track | Dirt
PlatformDirtLoopStart1x1Side | Track | Dirt
PlatformDirtLoopStart1x1Curve3In | Track | Dirt
PlatformDirtLoopStart1x1Curve2Out | Track | Dirt
PlatformDirtLoopStart1x1Curve2In | Track | Dirt
PlatformDirtLoopStart1x1Curve1Out | Track | Dirt
PlatformDirtLoopStart1x1Curve1In | Track | Dirt
PlatformDirtLoopStart1x1Curve0OutFull | Track | Dirt
PlatformDirtLoopStart1x1Curve0Out | Track | Dirt
PlatformDirtLoopStart1x1Center | Track | Dirt
DecoWallLoopStart3x6CenterIce | Scenery | Ice
DecoWallLoopStart3x6CenterGrass | Scenery | Grass
DecoWallLoopStart3x6CenterDirt | Scenery | Dirt
DecoWallLoopStart3x6Center | Scenery | Scenery
DecoWallLoopStart1x2SideIce | Scenery | Ice
DecoWallLoopStart1x2SideGrass | Scenery | Grass
DecoWallLoopStart1x2SideDirt | Scenery | Dirt
DecoWallLoopStart1x2Side | Scenery | Scenery
DecoWallLoopStart1x2Curve3InIce | Scenery | Ice
DecoWallLoopStart1x2Curve3InGrass | Scenery | Grass
DecoWallLoopStart1x2Curve3InDirt | Scenery | Dirt
DecoWallLoopStart1x2Curve3In | Scenery | Scenery
DecoWallLoopStart1x2Curve2OutIce | Scenery | Ice
DecoWallLoopStart1x2Curve2OutGrass | Scenery | Grass
DecoWallLoopStart1x2Curve2OutDirt | Scenery | Dirt
DecoWallLoopStart1x2Curve2Out | Scenery | Scenery
DecoWallLoopStart1x2Curve2InIce | Scenery | Ice
DecoWallLoopStart1x2Curve2InGrass | Scenery | Grass
DecoWallLoopStart1x2Curve2InDirt | Scenery | Dirt
DecoWallLoopStart1x2Curve2In | Scenery | Scenery
DecoWallLoopStart1x2Curve1OutIce | Scenery | Ice
DecoWallLoopStart1x2Curve1OutGrass | Scenery | Grass
DecoWallLoopStart1x2Curve1OutDirt | Scenery | Dirt
DecoWallLoopStart1x2Curve1Out | Scenery | Scenery
DecoWallLoopStart1x2Curve1InIce | Scenery | Ice
DecoWallLoopStart1x2Curve1InGrass | Scenery | Grass
DecoWallLoopStart1x2Curve1InDirt | Scenery | Dirt
DecoWallLoopStart1x2Curve1In | Scenery | Scenery
DecoWallLoopStart1x2Curve0OutIce | Scenery | Ice
DecoWallLoopStart1x2Curve0OutGrass | Scenery | Grass
DecoWallLoopStart1x2Curve0OutDirt | Scenery | Dirt
DecoWallLoopStart1x2Curve0Out | Scenery | Scenery
DecoWallLoopStart1x2CenterIce | Scenery | Ice
DecoWallLoopStart1x2CenterGrass | Scenery | Grass
DecoWallLoopStart1x2CenterDirt | Scenery | Dirt
DecoWallLoopStart1x2Center | Scenery | Scenery
DecoWallLoopStart1x1SideIce | Scenery | Ice
DecoWallLoopStart1x1SideGrass | Scenery | Grass
DecoWallLoopStart1x1SideDirt | Scenery | Dirt
DecoWallLoopStart1x1Side | Scenery | Scenery
DecoWallLoopStart1x1Curve3InIce | Scenery | Ice
DecoWallLoopStart1x1Curve3InGrass | Scenery | Grass
DecoWallLoopStart1x1Curve3InDirt | Scenery | Dirt
DecoWallLoopStart1x1Curve3In | Scenery | Scenery
DecoWallLoopStart1x1Curve2OutIce | Scenery | Ice
DecoWallLoopStart1x1Curve2OutGrass | Scenery | Grass
DecoWallLoopStart1x1Curve2OutDirt | Scenery | Dirt
DecoWallLoopStart1x1Curve2Out | Scenery | Scenery
DecoWallLoopStart1x1Curve2InIce | Scenery | Ice
DecoWallLoopStart1x1Curve2InGrass | Scenery | Grass
DecoWallLoopStart1x1Curve2InDirt | Scenery | Dirt
DecoWallLoopStart1x1Curve2In | Scenery | Scenery
DecoWallLoopStart1x1Curve1OutIce | Scenery | Ice
DecoWallLoopStart1x1Curve1OutGrass | Scenery | Grass
DecoWallLoopStart1x1Curve1OutDirt | Scenery | Dirt
DecoWallLoopStart1x1Curve1Out | Scenery | Scenery
DecoWallLoopStart1x1Curve1InIce | Scenery | Ice
DecoWallLoopStart1x1Curve1InGrass | Scenery | Grass
DecoWallLoopStart1x1Curve1InDirt | Scenery | Dirt
DecoWallLoopStart1x1Curve1In | Scenery | Scenery
DecoWallLoopStart1x1Curve0OutIce | Scenery | Ice
DecoWallLoopStart1x1Curve0OutGrass | Scenery | Grass
DecoWallLoopStart1x1Curve0OutDirt | Scenery | Dirt
DecoWallLoopStart1x1Curve0Out | Scenery | Scenery
DecoWallLoopStart1x1CenterIce | Scenery | Ice
DecoWallLoopStart1x1CenterGrass | Scenery | Grass
DecoWallLoopStart1x1CenterDirt | Scenery | Dirt
DecoWallLoopStart1x1Center | Scenery | Scenery
DecoWallLoopEnd3x6CenterIce | Scenery | Ice
DecoWallLoopEnd3x6CenterGrass | Scenery | Grass
DecoWallLoopEnd3x6CenterDirt | Scenery | Dirt
DecoWallLoopEnd3x6Center | Scenery | Scenery
DecoWallLoopEnd1x2SideIce | Scenery | Ice
DecoWallLoopEnd1x2SideGrass | Scenery | Grass
DecoWallLoopEnd1x2SideDirt | Scenery | Dirt
DecoWallLoopEnd1x2Side | Scenery | Scenery
DecoWallLoopEnd1x2CenterIce | Scenery | Ice
DecoWallLoopEnd1x2CenterGrass | Scenery | Grass
DecoWallLoopEnd1x2CenterDirt | Scenery | Dirt
DecoWallLoopEnd1x2Center | Scenery | Scenery
DecoWallLoopEnd1x1SideIce | Scenery | Ice
DecoWallLoopEnd1x1SideGrass | Scenery | Grass
DecoWallLoopEnd1x1SideDirt | Scenery | Dirt
DecoWallLoopEnd1x1Side | Scenery | Scenery
DecoWallLoopEnd1x1CenterIce | Scenery | Ice
DecoWallLoopEnd1x1CenterGrass | Scenery | Grass
DecoWallLoopEnd1x1CenterDirt | Scenery | Dirt
DecoWallLoopEnd1x1Center | Scenery | Scenery
TrackWallSlopeEnd2x1 | Track | Tech
TrackWallSlopeUTop | Track | Tech
TrackWallSlopeUBottom | Track | Tech
TrackWallSlopeUBottomInGround | Track | Tech
TrackWallSlopeUTopX2 | Track | Tech
TrackWallSlopeUBottomX2 | Track | Tech
TrackWallSlopeUBottomX2InGround | Track | Tech
TrackWallTiltStraight | Track | Tech
TrackWallTiltHole | Track | Tech
TrackWallTiltTransition2Up1RightChicane | Track | Tech
TrackWallTiltTransition2Up1LeftChicane | Track | Tech
TrackWallTiltSwitchLeft | Track | Tech
TrackWallChicaneX3TiltRight | Track | Tech
TrackWallChicaneX3TiltLeft | Track | Tech
TrackWallChicaneX3SlopeRight | Track | Tech
TrackWallChicaneX3SlopeLeft | Track | Tech
TrackWallChicaneX3Right | Track | Tech
TrackWallChicaneX3Left | Track | Tech
TrackWallChicaneX2TiltRight | Track | Tech
TrackWallChicaneX2TiltLeft | Track | Tech
TrackWallChicaneX2SlopeRight | Track | Tech
TrackWallChicaneX2SlopeLeft | Track | Tech
TrackWallChicaneX2Right | Track | Tech
TrackWallChicaneX2Left | Track | Tech
TrackWallBranchYShaped2X3SlopeUp | Track | Tech
TrackWallBranchYShaped2X3SlopeDown | Track | Tech
RoadWaterChicaneX3Right | Track | Water
RoadWaterChicaneX3Left | Track | Water
RoadWaterChicaneX2Right | Track | Water
RoadWaterChicaneX2Left | Track | Water
RoadTechTiltTransition2Up1RightChicane | Track | Tech
RoadTechTiltTransition2Up1LeftChicane | Track | Tech
RoadTechChicaneX3TiltRight | Track | Tech
RoadTechChicaneX3TiltLeft | Track | Tech
RoadTechChicaneX3SlopeRight | Track | Tech
RoadTechChicaneX3SlopeLeft | Track | Tech
RoadTechChicaneX3Right | Track | Tech
RoadTechChicaneX3Left | Track | Tech
RoadTechChicaneX2TiltRight | Track | Tech
RoadTechChicaneX2TiltLeft | Track | Tech
RoadTechChicaneX2SlopeRight | Track | Tech
RoadTechChicaneX2SlopeLeft | Track | Tech
RoadTechChicaneX2Right | Track | Tech
RoadTechChicaneX2Left | Track | Tech
RoadTechBranchYShaped2X3SlopeUp | Track | Tech
RoadTechBranchYShaped2X3SlopeDown | Track | Tech
RoadIceChicaneX3SlopeRight | Track | Ice
RoadIceChicaneX3SlopeLeft | Track | Ice
RoadIceChicaneX3Right | Track | Ice
RoadIceChicaneX3Left | Track | Ice
RoadIceChicaneX2SlopeRight | Track | Ice
RoadIceChicaneX2SlopeLeft | Track | Ice
RoadIceChicaneX2Right | Track | Ice
RoadIceChicaneX2Left | Track | Ice
RoadIceBranchYShaped2X3SlopeUp | Track | Ice
RoadIceBranchYShaped2X3SlopeDown | Track | Ice
RoadDirtTiltTransition2Up1RightChicane | Track | Dirt
RoadDirtTiltTransition2Up1LeftChicane | Track | Dirt
RoadDirtChicaneX3TiltRight | Track | Dirt
RoadDirtChicaneX3TiltLeft | Track | Dirt
RoadDirtChicaneX3SlopeRight | Track | Dirt
RoadDirtChicaneX3SlopeLeft | Track | Dirt
RoadDirtChicaneX3Right | Track | Dirt
RoadDirtChicaneX3Left | Track | Dirt
RoadDirtChicaneX2TiltRight | Track | Dirt
RoadDirtChicaneX2TiltLeft | Track | Dirt
RoadDirtChicaneX2SlopeRight | Track | Dirt
RoadDirtChicaneX2SlopeLeft | Track | Dirt
RoadDirtChicaneX2Right | Track | Dirt
RoadDirtChicaneX2Left | Track | Dirt
RoadDirtBranchYShaped2X3SlopeUp | Track | Dirt
RoadDirtBranchYShaped2X3SlopeDown | Track | Dirt
RoadBumpTiltTransition2Up1RightChicane | Track | Bump
RoadBumpTiltTransition2Up1LeftChicane | Track | Bump
RoadBumpChicaneX3TiltRight | Track | Bump
RoadBumpChicaneX3TiltLeft | Track | Bump
RoadBumpChicaneX3SlopeRight | Track | Bump
RoadBumpChicaneX3SlopeLeft | Track | Bump
RoadBumpChicaneX3Right | Track | Bump
RoadBumpChicaneX3Left | Track | Bump
RoadBumpChicaneX2TiltRight | Track | Bump
RoadBumpChicaneX2TiltLeft | Track | Bump
RoadBumpChicaneX2SlopeRight | Track | Bump
RoadBumpChicaneX2SlopeLeft | Track | Bump
RoadBumpChicaneX2Right | Track | Bump
RoadBumpChicaneX2Left | Track | Bump
RoadBumpBranchYShaped2X3SlopeUp | Track | Bump
RoadBumpBranchYShaped2X3SlopeDown | Track | Bump
TrackWallTiltSwitchRight | Track | Tech
TrackWallTiltCurve1Out | Track | Tech
TrackWallTiltCurve1 | Track | Tech
TrackWallTiltCurve2Out | Track | Tech
TrackWallTiltCurve2 | Track | Tech
TrackWallTiltCurve3Out | Track | Tech
TrackWallTiltCurve3 | Track | Tech
TrackWallTiltCurve4Out | Track | Tech
TrackWallTiltCurve4 | Track | Tech
TrackWallTiltCurve1DownLeft | Track | Tech
TrackWallTiltCurve1DownRight | Track | Tech
TrackWallTiltCurve1UpLeft | Track | Tech
TrackWallTiltCurve1UpRight | Track | Tech
TrackWallTiltCurve2DownLeft | Track | Tech
TrackWallTiltCurve2DownRight | Track | Tech
TrackWallTiltCurve2UpLeft | Track | Tech
TrackWallTiltCurve2UpRight | Track | Tech
TrackWallTiltTransition1UpLeft | Track | Tech
TrackWallTiltTransition2UpLeft | Track | Tech
TrackWallTiltTransition1DownLeft | Track | Tech
TrackWallTiltTransition2DownLeft | Track | Tech
TrackWallTiltTransition2UpLeftCurveIn | Track | Tech
TrackWallTiltTransition2DownLeftCurveIn | Track | Tech
TrackWallTiltTransition1UpRight | Track | Tech
TrackWallTiltTransition2UpRight | Track | Tech
TrackWallTiltTransition1DownRight | Track | Tech
TrackWallTiltTransition2DownRight | Track | Tech
TrackWallTiltTransition2UpRightCurveIn | Track | Tech
TrackWallTiltTransition2DownRightCurveIn | Track | Tech
TrackWallDiagLeftStraightX2 | Track | Tech
TrackWallDiagLeftHole | Track | Tech
TrackWallDiagLeftStartStraightX2 | Track | Tech
TrackWallDiagLeftStartCurve1In | Track | Tech
TrackWallDiagLeftStartCurve2In | Track | Tech
TrackWallDiagLeftStartCurve1Out | Track | Tech
TrackWallDiagLeftStartCurve2Out | Track | Tech
TrackWallDiagRightStraightX2 | Track | Tech
TrackWallDiagRightHole | Track | Tech
TrackWallDiagRightStartStraightX2 | Track | Tech
TrackWallDiagRightStartCurve1In | Track | Tech
TrackWallDiagRightStartCurve2In | Track | Tech
TrackWallDiagRightStartCurve1Out | Track | Tech
TrackWallDiagRightStartCurve2Out | Track | Tech
TrackWallDiagSwitchCurve1Out | Track | Tech
TrackWallDiagSwitchCurve2Out | Track | Tech
TrackWallDiagSwitchStraightX1 | Track | Tech
TrackWallDiagSwitchStraightX2 | Track | Tech
TrackWallDiagSwitchCurve1In | Track | Tech
TrackWallDiagSwitchCurve2In | Track | Tech
TrackWallBranchToDiagLeft | Track | Tech
TrackWallBranchToDiagRight | Track | Tech
StageTechnicsLightToStructure | Scenery | Scenery
StageTechnicsLightDown | Scenery | Scenery
StageTechnicsLight | Scenery | Scenery
DecoHillSlope2Straight | Scenery | Scenery
DecoHillIceDeadendSlope2StraightRight | Scenery | Ice
DecoHillIceDeadendSlope2StraightLeft | Scenery | Ice
DecoHillDirtDeadendSlope2StraightRight | Scenery | Dirt
DecoHillDirtDeadendSlope2StraightLeft | Scenery | Dirt
DecoHillDeadendSlope2StraightRight | Scenery | Scenery
DecoHillDeadendSlope2StraightLeft | Scenery | Scenery
DecoHillSlope2Curve1In | Scenery | Scenery
DecoHillSlope2Curve1Out | Scenery | Scenery
DecoHillIceDeadendSlope2Curve1OutRight | Scenery | Ice
DecoHillIceDeadendSlope2Curve1OutLeft | Scenery | Ice
DecoHillDirtDeadendSlope2Curve1OutRight | Scenery | Dirt
DecoHillDirtDeadendSlope2Curve1OutLeft | Scenery | Dirt
DecoHillDeadendSlope2Curve1OutRight | Scenery | Scenery
DecoHillDeadendSlope2Curve1OutLeft | Scenery | Scenery
DecoHillSlope2StraightX2 | Scenery | Scenery
DecoHillSlope2ChicaneX2Right | Scenery | Scenery
DecoHillSlope2ChicaneX2Left | Scenery | Scenery
DecoHillIceSlope2ChicaneX2Right | Scenery | Ice
DecoHillIceSlope2ChicaneX2Left | Scenery | Ice
DecoHillDirtSlope2ChicaneX2Right | Scenery | Dirt
DecoHillDirtSlope2ChicaneX2Left | Scenery | Dirt
DecoHillSlope2Curve2In | Scenery | Scenery
DecoHillSlope2Curve2Out | Scenery | Scenery
DecoPlatformBase | Scenery | Scenery
DecoHillDirtSlope2Straight | Scenery | Dirt
DecoHillDirtSlope2Curve1In | Scenery | Dirt
DecoHillDirtSlope2Curve1Out | Scenery | Dirt
DecoHillDirtSlope2StraightX2 | Scenery | Dirt
DecoHillDirtSlope2Curve2In | Scenery | Dirt
DecoHillDirtSlope2Curve2Out | Scenery | Dirt
DecoPlatformDirtBase | Scenery | Dirt
DecoHillIceSlope2Straight | Scenery | Ice
DecoHillIceSlope2Curve1In | Scenery | Ice
DecoHillIceSlope2Curve1Out | Scenery | Ice
DecoHillIceSlope2StraightX2 | Scenery | Ice
DecoHillIceSlope2Curve2In | Scenery | Ice
DecoHillIceSlope2Curve2Out | Scenery | Ice
DecoPlatformIceBase | Scenery | Ice
